2011-07-03 13:20:16 Notice: Notice (1024): Please change the value of 'Security.salt' in app/config/core.php to a salt value specific to your application in [/Users/robsa/Documents/Dropbox/htdocs/sawyer_tapia/cake/libs/debugger.php, line 684]
2011-07-03 13:20:16 Notice: Notice (1024): Please change the value of 'Security.cipherSeed' in app/config/core.php to a numeric (digits only) seed value specific to your application in [/Users/robsa/Documents/Dropbox/htdocs/sawyer_tapia/cake/libs/debugger.php, line 688]
2011-07-03 13:30:07 Notice: Notice (1024): Please change the value of 'Security.salt' in app/config/core.php to a salt value specific to your application in [/Users/robsa/Documents/Dropbox/htdocs/sawyer_tapia/cake/libs/debugger.php, line 684]
2011-07-03 13:30:07 Notice: Notice (1024): Please change the value of 'Security.cipherSeed' in app/config/core.php to a numeric (digits only) seed value specific to your application in [/Users/robsa/Documents/Dropbox/htdocs/sawyer_tapia/cake/libs/debugger.php, line 688]
2011-07-03 13:32:18 Notice: Notice (1024): Please change the value of 'Security.salt' in app/config/core.php to a salt value specific to your application in [/Users/robsa/Documents/Dropbox/htdocs/sawyer_tapia/cake/libs/debugger.php, line 684]
2011-07-03 13:32:18 Notice: Notice (1024): Please change the value of 'Security.cipherSeed' in app/config/core.php to a numeric (digits only) seed value specific to your application in [/Users/robsa/Documents/Dropbox/htdocs/sawyer_tapia/cake/libs/debugger.php, line 688]
2011-07-03 13:34:03 Notice: Notice (1024): Please change the value of 'Security.salt' in app/config/core.php to a salt value specific to your application in [/Users/robsa/Documents/Dropbox/htdocs/sawyer_tapia/cake/libs/debugger.php, line 684]
2011-07-03 13:34:03 Notice: Notice (1024): Please change the value of 'Security.cipherSeed' in app/config/core.php to a numeric (digits only) seed value specific to your application in [/Users/robsa/Documents/Dropbox/htdocs/sawyer_tapia/cake/libs/debugger.php, line 688]
2011-07-03 13:43:37 Notice: Notice (1024): Please change the value of 'Security.salt' in app/config/core.php to a salt value specific to your application in [/Users/robsa/Documents/Dropbox/htdocs/sawyer_tapia/cake/libs/debugger.php, line 684]
2011-07-03 13:43:37 Notice: Notice (1024): Please change the value of 'Security.cipherSeed' in app/config/core.php to a numeric (digits only) seed value specific to your application in [/Users/robsa/Documents/Dropbox/htdocs/sawyer_tapia/cake/libs/debugger.php, line 688]
2011-07-03 13:46:02 Notice: Notice (1024): Please change the value of 'Security.salt' in app/config/core.php to a salt value specific to your application in [/Users/robsa/Documents/Dropbox/htdocs/sawyer_tapia/cake/libs/debugger.php, line 684]
2011-07-03 13:46:02 Notice: Notice (1024): Please change the value of 'Security.cipherSeed' in app/config/core.php to a numeric (digits only) seed value specific to your application in [/Users/robsa/Documents/Dropbox/htdocs/sawyer_tapia/cake/libs/debugger.php, line 688]
2011-07-03 14:02:55 Notice: Notice (1024): Please change the value of 'Security.salt' in app/config/core.php to a salt value specific to your application in [/Users/robsa/Documents/Dropbox/htdocs/sawyer_tapia/cake/libs/debugger.php, line 684]
2011-07-03 14:02:55 Notice: Notice (1024): Please change the value of 'Security.cipherSeed' in app/config/core.php to a numeric (digits only) seed value specific to your application in [/Users/robsa/Documents/Dropbox/htdocs/sawyer_tapia/cake/libs/debugger.php, line 688]
2011-07-03 14:10:27 Notice: Notice (1024): Please change the value of 'Security.salt' in app/config/core.php to a salt value specific to your application in [/Users/robsa/Documents/Dropbox/htdocs/sawyer_tapia/cake/libs/debugger.php, line 684]
2011-07-03 14:10:27 Notice: Notice (1024): Please change the value of 'Security.cipherSeed' in app/config/core.php to a numeric (digits only) seed value specific to your application in [/Users/robsa/Documents/Dropbox/htdocs/sawyer_tapia/cake/libs/debugger.php, line 688]
2011-07-03 14:17:59 Notice: Notice (1024): Please change the value of 'Security.salt' in app/config/core.php to a salt value specific to your application in [/Users/robsa/Documents/Dropbox/htdocs/sawyer_tapia/cake/libs/debugger.php, line 684]
2011-07-03 14:17:59 Notice: Notice (1024): Please change the value of 'Security.cipherSeed' in app/config/core.php to a numeric (digits only) seed value specific to your application in [/Users/robsa/Documents/Dropbox/htdocs/sawyer_tapia/cake/libs/debugger.php, line 688]
2011-07-03 15:10:31 Notice: Notice (8): Undefined property: SourcesController::$Client in [/Users/robsa/Documents/Dropbox/htdocs/sawyer_tapia/app/controllers/sources_controller.php, line 38]
2011-07-03 15:10:31 Notice: Notice (8): Trying to get property of non-object in [/Users/robsa/Documents/Dropbox/htdocs/sawyer_tapia/app/controllers/sources_controller.php, line 38]
2011-07-03 16:00:48 Notice: Notice (8): Undefined index: fullname in [/Users/robsa/Documents/Dropbox/htdocs/sawyer_tapia/app/controllers/sources_controller.php, line 36]
2011-07-03 16:00:48 Notice: Notice (8): Undefined variable: data in [/Users/robsa/Documents/Dropbox/htdocs/sawyer_tapia/app/controllers/sources_controller.php, line 46]
2011-07-03 16:01:26 Notice: Notice (8): Undefined variable: data in [/Users/robsa/Documents/Dropbox/htdocs/sawyer_tapia/app/controllers/sources_controller.php, line 46]
2011-07-03 16:19:39 Notice: Notice (8): Undefined variable: str in [/Users/robsa/Documents/Dropbox/htdocs/sawyer_tapia/app/controllers/app_controller.php, line 74]
2011-07-03 16:20:23 Notice: Notice (8): Undefined variable: str in [/Users/robsa/Documents/Dropbox/htdocs/sawyer_tapia/app/controllers/app_controller.php, line 74]
2011-07-03 16:28:43 Notice: Notice (8): Undefined property: Source::$Upload in [/Users/robsa/Documents/Dropbox/htdocs/sawyer_tapia/app/controllers/sources_controller.php, line 68]
2011-07-03 19:15:42 Notice: Notice (1024): Attachments Element - The media helper is not loaded but required. in [/Users/robsa/Documents/Dropbox/htdocs/sawyer_tapia/app/plugins/media/views/elements/attachments.ctp, line 32]
